seqcol_digest,refget_digest,alias,alias_kind,sequence_accession
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.9w5J0y1MZcOf2S21GLX_5zYnF-PueMx7,GL383569.1,genbank_accession,GL383569.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.9w5J0y1MZcOf2S21GLX_5zYnF-PueMx7,NW_003315958.1,refseq_accession,NW_003315958.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.9w5J0y1MZcOf2S21GLX_5zYnF-PueMx7,HSCHR18_1_CTG2_1,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.9wgAcGZ6Z8FRG-ci-y9hijWzg1LEueb9,GL949748.1,genbank_accession,GL949748.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.9wgAcGZ6Z8FRG-ci-y9hijWzg1LEueb9,NW_003571056.1,refseq_accession,NW_003571056.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.9wgAcGZ6Z8FRG-ci-y9hijWzg1LEueb9,HSCHR19LRC_LRC_I_CTG1,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.9xCYXFBVQDc7dfIKolvEEKLm8Uu3hysH,GL383519.1,genbank_accession,GL383519.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.9xCYXFBVQDc7dfIKolvEEKLm8Uu3hysH,NW_003315906.1,refseq_accession,NW_003315906.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.9xCYXFBVQDc7dfIKolvEEKLm8Uu3hysH,HSCHR1_2_CTG31,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.ANF6sM4plNAk7nPg1K58Vpx7N0nVtAgU,GL000209.1,genbank_accession,GL000209.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.ANF6sM4plNAk7nPg1K58Vpx7N0nVtAgU,NT_113949.1,refseq_accession,NT_113949.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.ANF6sM4plNAk7nPg1K58Vpx7N0nVtAgU,HSCHR19_RANDOM_CTG2,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.ANF6sM4plNAk7nPg1K58Vpx7N0nVtAgU,chr19_gl000209_random,ucsc,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.AcjWF9uDMtDnkREntLucxVKv0FLkU4_-,JH806591.1,genbank_accession,JH806591.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.AcjWF9uDMtDnkREntLucxVKv0FLkU4_-,NW_004070881.1,refseq_accession,NW_004070881.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.AcjWF9uDMtDnkREntLucxVKv0FLkU4_-,HG1437_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.AfE2nSWsYDlQ8kosjO4bK4TEJJgjj6K5,JH806575.1,genbank_accession,JH806575.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.AfE2nSWsYDlQ8kosjO4bK4TEJJgjj6K5,NW_004070865.1,refseq_accession,NW_004070865.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.AfE2nSWsYDlQ8kosjO4bK4TEJJgjj6K5,HG1473_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.AjWXsI7AkTK35XW9pgd3UbjpC3MAevlz,CM000679.1,genbank_accession,CM000679.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.AjWXsI7AkTK35XW9pgd3UbjpC3MAevlz,NC_000017.10,refseq_accession,NC_000017.10
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.AjWXsI7AkTK35XW9pgd3UbjpC3MAevlz,17,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.AjWXsI7AkTK35XW9pgd3UbjpC3MAevlz,chr17,ucsc,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.AsW-Hlhu5IqtnVr0ozIe9QRDt4CArtZa,JH806600.2,genbank_accession,JH806600.2
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.AsW-Hlhu5IqtnVr0ozIe9QRDt4CArtZa,NW_004070890.2,refseq_accession,NW_004070890.2
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.AsW-Hlhu5IqtnVr0ozIe9QRDt4CArtZa,HG1459_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.BBTbm0Gb4Fx_fASVjO4vRhE-0U0Gh9gQ,JH806577.1,genbank_accession,JH806577.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.BBTbm0Gb4Fx_fASVjO4vRhE-0U0Gh9gQ,NW_004070867.1,refseq_accession,NW_004070867.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.BBTbm0Gb4Fx_fASVjO4vRhE-0U0Gh9gQ,HG1500_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.BKNQeB9RiM5eG9SgCYGoh5ouE_3DQo6X,JH720443.2,genbank_accession,JH720443.2
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.BKNQeB9RiM5eG9SgCYGoh5ouE_3DQo6X,NW_003871072.2,refseq_accession,NW_003871072.2
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.BKNQeB9RiM5eG9SgCYGoh5ouE_3DQo6X,HG122_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.BNgvT6xtaD6881pEbYrBVMaljpU2HdgX,GL000241.1,genbank_accession,GL000241.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.BNgvT6xtaD6881pEbYrBVMaljpU2HdgX,NT_167235.1,refseq_accession,NT_167235.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.BNgvT6xtaD6881pEbYrBVMaljpU2HdgX,HSCHRUN_RANDOM_CTG34,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.BNgvT6xtaD6881pEbYrBVMaljpU2HdgX,chrUn_gl000241,ucsc,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.BQKSjIS0iYDDXXE5mB9WAb_4H0fYtn1X,GL383574.1,genbank_accession,GL383574.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.BQKSjIS0iYDDXXE5mB9WAb_4H0fYtn1X,NW_003315963.1,refseq_accession,NW_003315963.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.BQKSjIS0iYDDXXE5mB9WAb_4H0fYtn1X,HSCHR19_1_CTG3_1,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.BT7QyW5iXaX_1PSX-msSGYsqRdMKqkj-,CM000686.1,genbank_accession,CM000686.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.BT7QyW5iXaX_1PSX-msSGYsqRdMKqkj-,NC_000024.9,refseq_accession,NC_000024.9
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.BT7QyW5iXaX_1PSX-msSGYsqRdMKqkj-,Y,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.BT7QyW5iXaX_1PSX-msSGYsqRdMKqkj-,chrY,ucsc,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.BTj4BDaaHYoPhD3oY2GdwC_l0uqZ92UD,CM000680.1,genbank_accession,CM000680.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.BTj4BDaaHYoPhD3oY2GdwC_l0uqZ92UD,NC_000018.9,refseq_accession,NC_000018.9
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.BTj4BDaaHYoPhD3oY2GdwC_l0uqZ92UD,18,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.BTj4BDaaHYoPhD3oY2GdwC_l0uqZ92UD,chr18,ucsc,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.Bws6DcGku3rCWV-zaFzazkqAeCpgdsji,KB663609.1,genbank_accession,KB663609.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.Bws6DcGku3rCWV-zaFzazkqAeCpgdsji,NW_004504305.1,refseq_accession,NW_004504305.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.Bws6DcGku3rCWV-zaFzazkqAeCpgdsji,HSCHR22_2_CTG1,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.CN9B0KUHy5Kb8UrM4bs-hrora8ljQtiF,JH636052.4,genbank_accession,JH636052.4
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.CN9B0KUHy5Kb8UrM4bs-hrora8ljQtiF,NW_003871055.3,refseq_accession,NW_003871055.3
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.CN9B0KUHy5Kb8UrM4bs-hrora8ljQtiF,HG1287_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.ClzbPWm_89Ap39yo8LEKxClJEiFGWBwE,KB663603.1,genbank_accession,KB663603.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.ClzbPWm_89Ap39yo8LEKxClJEiFGWBwE,NW_004504299.1,refseq_accession,NW_004504299.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.ClzbPWm_89Ap39yo8LEKxClJEiFGWBwE,HG953_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.CobqLTC7QTD3nNmdqLtR6uIn53e0ViWb,JH806578.1,genbank_accession,JH806578.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.CobqLTC7QTD3nNmdqLtR6uIn53e0ViWb,NW_004070868.1,refseq_accession,NW_004070868.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.CobqLTC7QTD3nNmdqLtR6uIn53e0ViWb,HG1501_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.CrU8oWuwWaKwbXOB5c9kLSeIiedR5vgb,GL383561.2,genbank_accession,GL383561.2
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.CrU8oWuwWaKwbXOB5c9kLSeIiedR5vgb,NW_003315950.2,refseq_accession,NW_003315950.2
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.CrU8oWuwWaKwbXOB5c9kLSeIiedR5vgb,HG987_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.D-jSazU4DEhw9xu469tlLkydLjBm9ztH,JH720445.1,genbank_accession,JH720445.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.D-jSazU4DEhw9xu469tlLkydLjBm9ztH,NW_003871084.1,refseq_accession,NW_003871084.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.D-jSazU4DEhw9xu469tlLkydLjBm9ztH,HG971_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.DDlpI8vtCzxnEQz-QZSf5-rDoCv6e9_z,GL949741.1,genbank_accession,GL949741.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.DDlpI8vtCzxnEQz-QZSf5-rDoCv6e9_z,NW_003571030.1,refseq_accession,NW_003571030.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.DDlpI8vtCzxnEQz-QZSf5-rDoCv6e9_z,HG989_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.DpceVFcK1X1L6lsvIq0tKC0qp2dD835g,GL000199.1,genbank_accession,GL000199.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.DpceVFcK1X1L6lsvIq0tKC0qp2dD835g,NT_113916.2,refseq_accession,NT_113916.2
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.DpceVFcK1X1L6lsvIq0tKC0qp2dD835g,HSCHR9_RANDOM_CTG2,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.DpceVFcK1X1L6lsvIq0tKC0qp2dD835g,chr9_gl000199_random,ucsc,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.ESbD7fT401SLprg1F1xuDD07MGVLvSQY,GL383555.1,genbank_accession,GL383555.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.ESbD7fT401SLprg1F1xuDD07MGVLvSQY,NW_003315944.1,refseq_accession,NW_003315944.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.ESbD7fT401SLprg1F1xuDD07MGVLvSQY,HSCHR15_1_CTG8,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.EZG3Q7xvM2XQ-HQTX5w1BEEmWo-AGqtB,JH806581.1,genbank_accession,JH806581.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.EZG3Q7xvM2XQ-HQTX5w1BEEmWo-AGqtB,NW_004070871.1,refseq_accession,NW_004070871.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.EZG3Q7xvM2XQ-HQTX5w1BEEmWo-AGqtB,HG865_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.EscTBUeZKbDEPWsKtm8MrwYypUQDWza8,JH806586.1,genbank_accession,JH806586.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.EscTBUeZKbDEPWsKtm8MrwYypUQDWza8,NW_004070876.1,refseq_accession,NW_004070876.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.EscTBUeZKbDEPWsKtm8MrwYypUQDWza8,HG497_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.Ewb9qlgTqN6e_XQiRVYpoUfZJHXeiUfH,CM000675.1,genbank_accession,CM000675.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.Ewb9qlgTqN6e_XQiRVYpoUfZJHXeiUfH,NC_000013.10,refseq_accession,NC_000013.10
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.Ewb9qlgTqN6e_XQiRVYpoUfZJHXeiUfH,13,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.Ewb9qlgTqN6e_XQiRVYpoUfZJHXeiUfH,chr13,ucsc,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.ExJecHbUrCVxWkCTYNU8OtHlDbw-tJI7,JH636058.1,genbank_accession,JH636058.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.ExJecHbUrCVxWkCTYNU8OtHlDbw-tJI7,NW_003871065.1,refseq_accession,NW_003871065.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.ExJecHbUrCVxWkCTYNU8OtHlDbw-tJI7,HG1308_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.F1dafeyt7rhA_8dHI4drAEsc9n0UbAd0,GL000238.1,genbank_accession,GL000238.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.F1dafeyt7rhA_8dHI4drAEsc9n0UbAd0,NT_167232.1,refseq_accession,NT_167232.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.F1dafeyt7rhA_8dHI4drAEsc9n0UbAd0,HSCHRUN_RANDOM_CTG31,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.F1dafeyt7rhA_8dHI4drAEsc9n0UbAd0,chrUn_gl000238,ucsc,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.F9IzoXD94rUBIPtkEXiPbHa0vZhVaQgR,JH806580.1,genbank_accession,JH806580.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.F9IzoXD94rUBIPtkEXiPbHa0vZhVaQgR,NW_004070870.1,refseq_accession,NW_004070870.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.F9IzoXD94rUBIPtkEXiPbHa0vZhVaQgR,HG1479_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.FWiM227xWvon14ZANgTVkjrtiAdQELba,GL949751.1,genbank_accession,GL949751.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.FWiM227xWvon14ZANgTVkjrtiAdQELba,NW_003571059.1,refseq_accession,NW_003571059.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.FWiM227xWvon14ZANgTVkjrtiAdQELba,HSCHR19LRC_LRC_T_CTG1,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.FrD5yGArHZZyZq1FQfSksQacpe4J7a3m,GL000242.1,genbank_accession,GL000242.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.FrD5yGArHZZyZq1FQfSksQacpe4J7a3m,NT_167236.1,refseq_accession,NT_167236.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.FrD5yGArHZZyZq1FQfSksQacpe4J7a3m,HSCHRUN_RANDOM_CTG35,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.FrD5yGArHZZyZq1FQfSksQacpe4J7a3m,chrUn_gl000242,ucsc,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.GAjgCgvGJHzqyG5B3eUzpVcHt6pnhWHO,GL383520.1,genbank_accession,GL383520.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.GAjgCgvGJHzqyG5B3eUzpVcHt6pnhWHO,NW_003315907.1,refseq_accession,NW_003315907.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.GAjgCgvGJHzqyG5B3eUzpVcHt6pnhWHO,HSCHR1_3_CTG31,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.GD1VIV3PDw_fJDLkPQ2E0AuiQ7d-FGLn,GL000245.1,genbank_accession,GL000245.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.GD1VIV3PDw_fJDLkPQ2E0AuiQ7d-FGLn,NT_167239.1,refseq_accession,NT_167239.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.GD1VIV3PDw_fJDLkPQ2E0AuiQ7d-FGLn,HSCHRUN_RANDOM_CTG38,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.GD1VIV3PDw_fJDLkPQ2E0AuiQ7d-FGLn,chrUn_gl000245,ucsc,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.GUN8-TYOZWIwvkcWk4bCnaEPxBMwMTdn,GL383526.1,genbank_accession,GL383526.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.GUN8-TYOZWIwvkcWk4bCnaEPxBMwMTdn,NW_003315913.1,refseq_accession,NW_003315913.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.GUN8-TYOZWIwvkcWk4bCnaEPxBMwMTdn,HSCHR3_1_CTG2_1,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.GfmWuL_X-EREJd5Wa9_xXT7NMgf5VX17,JH806590.2,genbank_accession,JH806590.2
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.GfmWuL_X-EREJd5Wa9_xXT7NMgf5VX17,NW_004070880.2,refseq_accession,NW_004070880.2
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.GfmWuL_X-EREJd5Wa9_xXT7NMgf5VX17,HG1436_HG1432_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.GjKyHbO3eTfZwIsvQEhUpNetadH0w4dW,KB663605.1,genbank_accession,KB663605.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.GjKyHbO3eTfZwIsvQEhUpNetadH0w4dW,NW_004504301.1,refseq_accession,NW_004504301.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.GjKyHbO3eTfZwIsvQEhUpNetadH0w4dW,HG50_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.GktC5FwC2AJ6GRknL_WeFjY4C8GqAYdr,KB021646.2,genbank_accession,KB021646.2
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.GktC5FwC2AJ6GRknL_WeFjY4C8GqAYdr,NW_004166864.2,refseq_accession,NW_004166864.2
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.GktC5FwC2AJ6GRknL_WeFjY4C8GqAYdr,HG385_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.H-FcilbhTd1DIsKaCzkabHWNIc7smIfL,JH159137.1,genbank_accession,JH159137.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.H-FcilbhTd1DIsKaCzkabHWNIc7smIfL,NW_003871074.1,refseq_accession,NW_003871074.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.H-FcilbhTd1DIsKaCzkabHWNIc7smIfL,HG151_NOVEL_TEST,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.HBckYGQ4wYG9APHLpjoQ9UUe9v7NxExt,CM000671.1,genbank_accession,CM000671.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.HBckYGQ4wYG9APHLpjoQ9UUe9v7NxExt,NC_000009.11,refseq_accession,NC_000009.11
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.HBckYGQ4wYG9APHLpjoQ9UUe9v7NxExt,9,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.HBckYGQ4wYG9APHLpjoQ9UUe9v7NxExt,chr9,ucsc,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.H_D-fxywmcrWCqQDfOWJffTjaP6BRFjh,GL000251.1,genbank_accession,GL000251.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.H_D-fxywmcrWCqQDfOWJffTjaP6BRFjh,NT_113891.2,refseq_accession,NT_113891.2
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.H_D-fxywmcrWCqQDfOWJffTjaP6BRFjh,HSCHR6_MHC_COX_CTG1,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.H_D-fxywmcrWCqQDfOWJffTjaP6BRFjh,chr6_cox_hap2,ucsc,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.He0spYDVowJohepGfwqbx9DZGAi_HUU6,GL383559.2,genbank_accession,GL383559.2
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.He0spYDVowJohepGfwqbx9DZGAi_HUU6,NW_003315948.2,refseq_accession,NW_003315948.2
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.He0spYDVowJohepGfwqbx9DZGAi_HUU6,HG745_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.HkHSbMByGbkQoBAzYO8zTxYzXWt8e7i9,GL582968.1,genbank_accession,GL582968.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.HkHSbMByGbkQoBAzYO8zTxYzXWt8e7i9,NW_003571037.1,refseq_accession,NW_003571037.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.HkHSbMByGbkQoBAzYO8zTxYzXWt8e7i9,HG115_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.HogrmZbwvJcyVUDCEGiTYvOqr0Y4snk_,GL877870.2,genbank_accession,GL877870.2
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.HogrmZbwvJcyVUDCEGiTYvOqr0Y4snk_,NW_003571031.1,refseq_accession,NW_003571031.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.HogrmZbwvJcyVUDCEGiTYvOqr0Y4snk_,HG1007_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.IFj5Y607NHkMgQJKUZEi_j5bH6qKs53k,GL000247.1,genbank_accession,GL000247.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.IFj5Y607NHkMgQJKUZEi_j5bH6qKs53k,NT_167241.1,refseq_accession,NT_167241.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.IFj5Y607NHkMgQJKUZEi_j5bH6qKs53k,HSCHRUN_RANDOM_CTG40,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.IFj5Y607NHkMgQJKUZEi_j5bH6qKs53k,chrUn_gl000247,ucsc,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.II3F2oT0mk0KjciIUvziQtHOquqc8_Pg,GL000201.1,genbank_accession,GL000201.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.II3F2oT0mk0KjciIUvziQtHOquqc8_Pg,NT_113911.1,refseq_accession,NT_113911.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.II3F2oT0mk0KjciIUvziQtHOquqc8_Pg,HSCHR9_RANDOM_CTG5,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.II3F2oT0mk0KjciIUvziQtHOquqc8_Pg,chr9_gl000201_random,ucsc,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.IW78mgV5Cqf6M24hy52hPjyyo5tCCd86,CM000669.1,genbank_accession,CM000669.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.IW78mgV5Cqf6M24hy52hPjyyo5tCCd86,NC_000007.13,refseq_accession,NC_000007.13
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.IW78mgV5Cqf6M24hy52hPjyyo5tCCd86,7,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.IW78mgV5Cqf6M24hy52hPjyyo5tCCd86,chr7,ucsc,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.IZlunX_aR7RX1WJKyZM0cnKFW4YY6dzi,GL000239.1,genbank_accession,GL000239.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.IZlunX_aR7RX1WJKyZM0cnKFW4YY6dzi,NT_167233.1,refseq_accession,NT_167233.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.IZlunX_aR7RX1WJKyZM0cnKFW4YY6dzi,HSCHRUN_RANDOM_CTG32,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.IZlunX_aR7RX1WJKyZM0cnKFW4YY6dzi,chrUn_gl000239,ucsc,
