seqcol_digest,sequence_index,name,refget_digest,length
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,401,NT_187656.1,SQ.Cl7ES8sXwFkQGNnx28YuTrpYHN9xk-do,106711
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,402,NT_187657.1,SQ.HvLCAc04v5FtYQKEBozJOkjYG7JyzqI1,214625
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,403,NT_187658.1,SQ.nHj4LsDnGVh3V_Ts55_EKpse5UmgEFCa,572349
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,404,NT_187659.1,SQ.znFaWfBVcQCWh9pDwNsFJ5aGSsQH2Rus,196384
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,405,NT_187660.1,SQ.CyrY3B28RI5ODnfqRrArAI4SP8nb6SXM,5161414
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,406,NT_187662.1,SQ.0qqrlSPaQSbcbTS-XFDXNsxar_YBMpyI,137721
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,407,NT_187664.1,SQ.tYh_3K7WWZLJm-eatPdms2iMfn6xTY7t,157099
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,408,NT_187661.1,SQ.CBWpogYXYoKDvT2AIrcDq0XY8COj4KSJ,325800
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,409,NW_003871093.1,SQ.W2U0LNWky9tgPEcAKkeNu9nNMx_3JqRx,88070
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,410,NT_187663.1,SQ.W2Dpn4kI-x3xd9mnMikL49FlxvjNfkwc,1423190
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,411,NT_187665.1,SQ.nh_VQPV_LK3f_6uMX9QWQwSctJB27txp,174061
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,412,NT_187666.1,SQ.w05iLeXLFUYBPV02YzKfGXxJzKW-ZXq9,157710
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,413,NW_003571055.2,SQ.mvKVobCyCalugbLZrMFgtNRiM5oVV3ew,729520
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,414,NW_004504305.1,SQ.Bws6DcGku3rCWV-zaFzazkqAeCpgdsji,74013
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,415,NT_187667.1,SQ.JGKR1svbOo2GOxiWymE1pv13ggaJc4ih,274009
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,416,NT_187668.1,SQ.N-4BE43aqEO55NaBCJsVGAbtD_CSw2hq,205194
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,417,NT_187669.1,SQ.k06DDHZa4bfyT9BNshqRPO4cLDD_dwwY,170665
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,418,NT_187670.1,SQ.Wvo--PYZpLuRRB7aoEqAl7QvzNB3fy59,184516
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,419,NT_187671.1,SQ.hqU7wEkCCSQU5ebezHU0xdeNwTU1kMMD,190932
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,420,NT_187672.1,SQ.PEdbST0qn7Tj_YwQtUdFOWP2hfEAwN8R,123111
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,421,NT_187673.1,SQ.rjnyMfyO30IgE4USew3jf3cvPCFzPXkB,170701
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,422,NT_187674.1,SQ.DILJFGrt8ITHBgI1U9reDCFvXStLQSFd,198005
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,423,NT_187675.1,SQ.kflhCIz0b8fRXM_wCH3ObtDaSR4FWOtA,282224
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,424,NT_187676.1,SQ.gUSQy-ErCub9Mw18g24_VAfha6D1sadO,187935
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,425,NT_187677.1,SQ.9Af0OWltlJBxMmtYPPQbE9LFwRKkIF5Z,189352
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,426,NT_187678.1,SQ.dlLml9pNnpyBkve6cCmHT8TxyJbbIRot,166540
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,427,NT_187679.1,SQ.SFCn6AOMkj6hxYRH3IuAjj92MwM0Gj9e,555799
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,428,NT_167245.2,SQ.DvphJRvr6IhCptwmxq8dmvdZFYAljPSQ,4604811
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,429,NT_187680.1,SQ.OUSGYxrr7GHL4BqmA8FMD3Nn6G-UPLwt,229282
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,430,NT_187681.1,SQ.8gu4AavnvFq2odrt4i6VlKYdHJepCEmU,218612
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,431,NW_003571056.2,SQ.27DjvZ1xJkX9VImBZBUMkEU0oZyHjPOW,1064304
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,432,NT_187682.1,SQ.RQnHwoYffoL86eXhYSWukVvUzRnigtD_,176103
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,433,NT_187683.1,SQ.PyfYKHhK047yCswWas59b6RrTWAYhrx0,186203
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,434,NT_187684.1,SQ.KcnNnZ5bTDOEConQUSemx8AEViUquuJW,200773
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,435,NT_187685.1,SQ.ct4VqcTMtYup2ZmAk0LRpGvzDp_E3sq5,170148
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,436,NT_187686.1,SQ.8clcFUIGGI8IFhJdBJIjgpToCdHhxmzH,215732
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,437,NT_187687.1,SQ.A5I6PhEjJowCXk-UklgjZDf5LrazlMgr,170537
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,438,NT_113949.2,SQ.Q4qnz88p_KRm4vou1O9OJfgi0_q2QFuU,177381
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,439,NT_187688.1,SQ.tlJs2cwdsbZLPjbwJVJBjGdCPxeahba2,163458
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,440,NT_167246.2,SQ.MjujHSAsgNWRTX4w3ysM7b5OVhZpdXu1,4677643
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,441,NW_003571057.2,SQ.hF_pd5y7TnOddiM1xe-IhXSNPyUNDGmC,1091841
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,442,NT_187689.1,SQ.M6LYFN0j2_bTQG1phdXDW9Tkt3D045xx,197351
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,443,NT_167247.2,SQ.SrGK8_YZostHNQuj1I9fka9Tcy70IZhR,4827813
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,444,NW_003571058.2,SQ.6exNPK-frazLU4nT_nOa792nRAzqMqlQ,1066390
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,445,NT_187690.1,SQ.wbqOjlvBlORdkiGHdNFx3dSQIn2Trr1G,164170
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,446,NT_167248.2,SQ.R8Po47bUO0c1b8UaorA5TgahlaEUVdX9,4606388
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,447,NW_003571059.2,SQ.Mcs5ZbDrBYm7V9JpBxOYA_OFJGB3wQ1k,1002683
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,448,NT_187691.1,SQ.dNAzYYuHaSQ_6iwhuEYf94VZWJ8EAeDG,165607
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,449,NT_167249.2,SQ.Q8IworEhpLeXwpz1CHM7C3luysh-ltx-,4929269
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,450,NW_003571060.1,SQ.uIWxPT82_D_Q8jorfznOy58_tsn3ssG5,987100
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,451,NT_187692.1,SQ.DoD7UJm-N3FZn0RFEEM6d_nCcX79Zkm1,76752
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,452,NW_003571061.2,SQ.-P9myo8bawYL_es9umkI5zoLzv3YIwQ3,796479
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,453,NT_187693.1,SQ.UsJHm6wOugC5oP4WSKB3EbIhwxz0fQuX,1066800
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,454,NC_012920.1,SQ.k3grVkjY-hoWcCUojHw6VU6GE3MZ8Sct,16569
